0.0 3
0.63712 1.911
1.44752 1.78713
2.348 1.77655
3.24848 1.74334
3.54288 2.02597
4.14896 1.85361
4.43216 2.03019
4.82096 2.22538
5.09296 1.94812
5.28176 1.94741
5.47056 1.81463
6.13136 2.01034
6.50896 2.23504
6.79216 2.67641
6.98096 2.93442
7.16976 3.06514
7.46416 3.4401
8.01936 3.52173
8.30256 3.84262
8.49136 3.78946
8.86896 3.80276
15.417 7.60551
15.7627 3.80276
18.0792 3.82008
18.3736 3.56816
18.8853 3.50368
19.0741 3.38297
19.3797 3.2195
19.7858 3.13581
19.9746 3.01101
20.469 2.69777
20.741 2.55918
20.9298 2.25273
21.2242 2.06258
21.6526 1.84908
21.8302 1.77045
22.019 1.69758
22.3134 1.63164
22.6798 1.62567
22.963 1.51029
23.1518 1.42365
23.5406 1.45221
23.907 1.46504
24.0958 1.41229
24.379 1.42945
24.8622 1.54017
25.1342 1.49914
25.323 1.67633
25.5118 1.78448
25.9006 1.96206
26.3614 2.04007
26.6446 2.08672
26.8334 2.09932
27.1278 2.20842
27.411 2.14338
27.7774 1.97406
27.9662 2.05813
28.2494 2.09914
28.5326 2.21636
29.1102 2.27712
29.3822 2.19318
29.571 2.11971
29.7598 1.99138
30.043 1.89125
30.7982 1.98173
31.0814 2.0443
31.2702 2.07457
31.459 2.08382
31.7422 2.07678
32.5918 2.1661
32.875 2.21418
33.0638 2.23148
33.2526 2.22913
33.4414 2.1082
34.3854 2.12294
34.5742 2.01888
34.8574 2.25597
35.0462 2.40413
35.235 2.48819
35.5294 2.6457
36.2734 2.50663
36.4622 2.39604
36.7454 2.30759
37.0286 2.34218
37.2174 2.35362
38.067 2.97502
38.2558 2.74365
38.539 2.67489
38.8222 2.61109
39.1054 2.55252
39.5774 2.8176
40.0494 2.68159
40.427 2.67084
40.7214 2.65945
40.9934 2.94305
41.371 3.22076
41.6654 3.39438
41.9374 3.25725
42.315 3.03347
42.6094 2.88807
42.8814 2.97164
43.1758 2.86413
43.3534 2.83266
43.8254 2.90299
44.1198 2.93512
44.3918 2.94116
48.2622 3.33963
48.5566 3.45792
48.8286 3.57567
49.2062 4.25312
49.6782 4.43853
49.867 4.52919
50.2446 4.48049
50.6222 4.4232
50.9998 4.11239
51.3774 3.8144
51.755 3.53505
52.1326 3.27667
52.5102 3.04011
52.8046 2.69035
52.9822 2.4893
53.3598 2.31792
53.8318 2.08911
54.2094 1.97769
54.5038 2.01717
54.6814 1.89439
55.1534 1.79593
55.4478 1.97782
55.6254 1.86088
56.003 1.86473
56.2974 1.98636
56.5694 1.86198
57.0414 1.93834
57.3358 2.1082
57.5134 1.98222
57.891 1.97929
58.1742 1.9777
58.5518 1.86417
59.0238 1.97357
59.3182 2.16806
59.5902 2.1651
59.8734 2.14859
60.251 2.12484
60.6286 2.00231
61.1006 2.09705
61.3838 2.16175
61.5726 2.08694
62.0446 2.13147
62.5166 2.25699
62.8942 2.22208
63.2718 2.29154
63.4606 2.32452
63.8382 2.22677
64.4046 2.25485
64.7822 2.26181
65.1598 2.25469
65.3486 2.23857
65.7262 2.64228
66.2926 3.10695
66.8702 3.40499
67.0478 3.34511
67.2366 3.06056
67.6142 3.05572
67.9918 3.02673
68.275 2.89327
68.8414 2.78774
69.0302 2.68246
69.4078 2.65382
69.5966 2.58686
69.9742 2.52314
70.2686 2.45569
70.5518 2.6141
70.7294 2.64033
71.0126 2.55178
71.2958 2.55811
71.579 2.45821
71.8622 2.46092
72.3454 2.43145
72.523 2.35988
72.8174 2.36395
73.0894 2.34562
73.5614 2.53782
